route,screen_block,ui_label,technical_field,data_class,source_of_truth,canonical_table,external_source,calculation_owner,calculation_formula,persistence_strategy,sensitivity_level,rls_scope,demo_fallback,write_back_required,notes
/izin,form,İzin türü,leave_type_id,user_input,PULS workflow,puls_workflow.leave_requests,PULS UI,backend validation,must exist active leave_type,persist_on_submit,low,self,none,optional,
/izin,form,Başlangıç tarihi,start_date,user_input,PULS workflow,puls_workflow.leave_requests,PULS UI,backend validation,date range required,persist_on_submit,medium,self,none,optional,
/izin,form,Bitiş tarihi,end_date,user_input,PULS workflow,puls_workflow.leave_requests,PULS UI,backend validation,end_date >= start_date,persist_on_submit,medium,self,none,optional,
/izin,form,Yarım gün,half_day,user_input,PULS workflow,puls_workflow.leave_requests,PULS UI,backend validation,applies to policy,persist_on_submit,low,self,none,optional,
/izin,form,Vekil,delegate_employee_id,user_input,PULS workflow,puls_workflow.leave_requests,PULS UI,backend validation,active employee same tenant,persist_on_submit,medium,self,none,optional,
/izin,form,Açıklama,leave_description,user_input,PULS workflow,puls_workflow.leave_requests,PULS UI,backend validation,policy optional or required,persist_on_submit,medium,self,none,optional,
/izin,form,Belge,leave_document_ref,document_metadata,PULS storage,puls_workflow.leave_documents,PULS upload,backend validation,required for configured leave types,metadata_only,high,self_hr_admin,none,no,Document content phase gated
/izin,form,Toplam gün,business_days,computed_metric,PULS calculation,puls_workflow.leave_requests,dates plus calendar,frontend_preview_backend_final,business days excluding holidays,persist_on_submit,low,self,none,no,
/izin,form,Bakiye sonrası,balance_after_days,computed_metric,PULS calculation,puls_calc.leave_request_preview,leave_balances plus request,frontend_preview_backend_final,remaining minus requested days,not_persisted_preview,medium,self,none,no,
/izin,onay,Onayla,leave_approval_decision,user_input,PULS workflow,puls_workflow.approval_requests,PULS UI,backend validation,authorized approver updates request,persist_on_submit,medium,manager_or_admin,none,optional,
/izin,onay,Reddet,leave_rejection_decision,user_input,PULS workflow,puls_workflow.approval_requests,PULS UI,backend validation,rejection reason required,persist_on_submit,medium,manager_or_admin,none,optional,
/masraf,metrics,Bu ay onaylanan,approved_this_month_amount,computed_metric,PULS calculation,puls_calc.expense_overview,puls_workflow.expense_claims,SQL view,SUM approved current month,view,medium,self_team_admin,dev_only,no,
/masraf,metrics,Aylık limit,monthly_expense_limit,puls_configuration,PULS admin,puls_workflow.expense_categories,PULS setup,SQL view,policy by employee and category,canonical,medium,self_team_admin,dev_only,no,
/masraf,metrics,Kullanım yüzdesi,expense_limit_usage_pct,computed_metric,PULS calculation,puls_calc.expense_overview,expense_claims plus categories,SQL view,approved amount divided by monthly limit,view,low,self_team_admin,dev_only,no,
/masraf,metrics,Bekleyen tutar,pending_expense_amount,computed_metric,PULS calculation,puls_calc.expense_overview,puls_workflow.expense_claims,SQL view,SUM pending amount,view,medium,self_team_admin,dev_only,no,
/masraf,metrics,Yıl toplamı,expense_year_total,computed_metric,PULS calculation,puls_calc.expense_overview,puls_workflow.expense_claims,SQL view,SUM current year claims by scope,view,medium,self_team_admin,dev_only,no,
/masraf,metrics,En büyük kategori,top_expense_category,computed_metric,PULS calculation,puls_calc.expense_overview,expense_claims plus categories,SQL view,largest category share,view,low,self_team_admin,dev_only,no,
/masraf,metrics,Ortalama ay,expense_monthly_average,computed_metric,PULS calculation,puls_calc.expense_overview,puls_workflow.expense_claims,SQL view,year total divided by elapsed months,view,medium,self_team_admin,dev_only,no,
/masraf,list,Son masraflar,recent_expense_claims,puls_transaction,PULS workflow,puls_workflow.expense_claims,PULS UI,SQL view,latest claims by scope,canonical,medium,self_team_admin,dev_only,optional,
/masraf,tabs,Onay bekleyenler,pending_expense_approvals,puls_transaction,PULS workflow,puls_workflow.approval_requests,PULS UI,SQL view,approval current actor scope,canonical,medium,manager_or_admin,dev_only,optional,
/masraf,tabs,Kategori limitleri,expense_category_limits,puls_configuration,PULS admin,puls_workflow.expense_categories,PULS setup,SQL view,active category policies,canonical,low,self_team_admin,dev_only,no,
/masraf,form,Kategori,expense_category_id,user_input,PULS workflow,puls_workflow.expense_claims,PULS UI,backend validation,active category required,persist_on_submit,low,self,none,optional,
/masraf,form,Tutar,amount,user_input,PULS workflow,puls_workflow.expense_claims,PULS UI,backend validation,positive decimal,persist_on_submit,medium,self,none,optional,
/masraf,form,Para birimi,currency,user_input,PULS workflow,puls_workflow.expense_claims,PULS UI,backend validation,ISO currency allowed,persist_on_submit,low,self,none,optional,
/masraf,form,KDV,tax_rate,user_input,PULS workflow,puls_workflow.expense_claims,PULS UI,backend validation,allowed VAT rates,persist_on_submit,medium,self,none,optional,
/masraf,form,Tarih,expense_date,user_input,PULS workflow,puls_workflow.expense_claims,PULS UI,backend validation,not future unless policy allows,persist_on_submit,medium,self,none,optional,
/masraf,form,Açıklama,expense_description,user_input,PULS workflow,puls_workflow.expense_claims,PULS UI,backend validation,required by category policy,persist_on_submit,medium,self,none,optional,
/masraf,form,Belge,receipt_file_ref,document_metadata,PULS storage,puls_workflow.expense_receipts,PULS upload or OCR,backend validation,required by policy threshold,metadata_only,high,self_finance_admin,none,optional,Receipt content may include PII and must be protected
/masraf,form,OCR çıktısı,ocr_extracted_data,ai_output,PULS OCR worker,puls_workflow.expense_receipts,receipt image,Railway worker,extract amount date vendor VAT,canonical,high,self_finance_admin,none,no,AI output must be user verified
/masraf,form,Politika durumu,policy_status,computed_metric,PULS calculation,puls_workflow.expense_claims,claim plus policy,backend final,amount receipt and limit checks,persist_on_submit,low,self,none,no,
/performans,metrics,Aktif dönem,active_cycle_label,puls_configuration,PULS admin,puls_performance.performance_cycles,PULS setup,SQL view,status active,canonical,low,self_team_admin,dev_only,no,
/performans,metrics,Ortalama puan,average_performance_score,computed_metric,PULS calculation,puls_calc.performance_overview,puls_performance.performance_scores,SQL view,AVG overall_score current cycle,summary,medium,manager_or_admin,dev_only,no,
/performans,metrics,Bekleyen değerlendirme,pending_review_count,computed_metric,PULS calculation,puls_calc.performance_overview,performance evaluations,SQL view,COUNT pending by scope,view,low,manager_or_admin,dev_only,no,
/performans,metrics,Yetkinlik şablonu,competency_template_count,computed_metric,PULS calculation,puls_calc.performance_overview,competency_templates,SQL view,COUNT active templates,view,low,manager_or_admin,dev_only,no,
/performans,metrics,Terfi adayı,promotion_candidate_count,computed_metric,PULS calculation,puls_calc.performance_overview,career profiles plus scores,SQL view,COUNT eligible candidates,summary,medium,manager_or_admin,dev_only,no,
/performans,list,Çalışan,performance_employee_id,reference,PULS canonical,puls_core.employees,Canias HR,SQL join,employee reference,canonical,medium,self_team_admin,dev_only,no,
/performans,list,KPI puanı,kpi_score,computed_metric,PULS calculation,puls_performance.performance_scores,KPI actuals,backend,weighted KPI score,summary,medium,self_team_admin,dev_only,no,
/performans,list,Yetkinlik puanı,competency_score,computed_metric,PULS calculation,puls_performance.performance_scores,evaluations,backend,AVG weighted competency scores,summary,medium,self_team_admin,dev_only,no,
/performans,list,Genel skor,overall_score,computed_metric,PULS calculation,puls_performance.performance_scores,scores,backend,kpi_score*0.7 plus competency_score*0.3,summary,medium,self_team_admin,dev_only,no,Formula version required
/performans,list,Skor bandı,score_band,computed_metric,PULS calculation,puls_performance.performance_scores,score bands config,backend,band by configured thresholds,summary,low,self_team_admin,dev_only,no,
/performans,cycle_form,Dönem adı,cycle_name,user_input,PULS config,puls_performance.performance_cycles,PULS UI,backend validation,unique per tenant optional,persist_on_submit,low,tenant_admin,none,no,
/performans,cycle_form,Başlangıç,cycle_starts_at,user_input,PULS config,puls_performance.performance_cycles,PULS UI,backend validation,date required,persist_on_submit,low,tenant_admin,none,no,
/performans,cycle_form,Bitiş,cycle_ends_at,user_input,PULS config,puls_performance.performance_cycles,PULS UI,backend validation,ends_at >= starts_at,persist_on_submit,low,tenant_admin,none,no,
/performans,cycle_form,Kapsam,cycle_scope,user_input,PULS config,puls_performance.performance_cycles,PULS UI,backend validation,department or all tenant,persist_on_submit,low,tenant_admin,none,no,
/kariyer,profile,Çalışan,current_employee_profile,reference,PULS canonical,puls_core.employees,Canias HR,SQL join,current or selected employee,canonical,medium,self_team_admin,dev_only,no,
/kariyer,metrics,Hazırlık,career_readiness_score,computed_metric,PULS calculation,puls_performance.career_profiles,performance plus ladder,backend,readiness by ladder criteria,summary,medium,self_team_admin,dev_only,no,Key PULS intelligence metric
/kariyer,metrics,Hedef rol,target_career_step,puls_transaction,PULS workflow,puls_performance.career_profiles,user manager HR input,backend validation,target step exists,persist_on_submit,medium,self_team_admin,dev_only,no,
/kariyer,metrics,Eksik yetkinlik,missing_competency_count,computed_metric,PULS calculation,puls_performance.career_profiles,competencies plus ladder,backend,required minus achieved competencies,summary,medium,self_team_admin,dev_only,no,
/kariyer,metrics,Önerilen eğitim,recommended_training_count,computed_metric,PULS calculation,puls_performance.training_needs,career gaps,backend,count needs linked to gaps,summary,medium,self_team_admin,dev_only,no,
/kariyer,ladder,Kariyer basamakları,career_ladder_steps,puls_configuration,PULS admin,puls_performance.career_ladders,PULS setup,none,,canonical,low,self_team_admin,dev_only,no,
/kariyer,plan,Gelişim planı,development_plan_items,puls_transaction,PULS workflow,puls_performance.development_plans,user manager HR input,backend validation,plan items by horizon,persist_on_submit,medium,self_team_admin,dev_only,no,
/egitim,metrics,Açık eğitim ihtiyacı,open_training_need_count,computed_metric,PULS calculation,puls_calc.training_overview,training_needs,SQL view,COUNT status open,view,low,manager_or_admin,dev_only,no,
/egitim,metrics,Tamamlanan,completed_training_count,computed_metric,PULS calculation,puls_calc.training_overview,training_enrollments,SQL view,COUNT completed,view,low,manager_or_admin,dev_only,no,
/egitim,metrics,Önerilen,recommended_training_count,computed_metric,PULS calculation,puls_calc.training_overview,training_needs,SQL view,COUNT recommended,view,low,manager_or_admin,dev_only,no,
/egitim,metrics,Ortalama tamamlama,training_completion_avg,computed_metric,PULS calculation,puls_calc.training_overview,training enrollments,SQL view,completed divided by assigned,summary,low,manager_or_admin,dev_only,no,
/egitim,list,Eğitim adı,training_name,puls_configuration,PULS admin or LMS,puls_performance.trainings,External LMS optional,none,,canonical,low,manager_or_admin,dev_only,optional,
/egitim,list,Çalışan,training_employee_id,reference,PULS canonical,puls_core.employees,Canias HR,SQL join,employee reference,canonical,medium,manager_or_admin,dev_only,no,
/egitim,list,Yetkinlik,training_skill_topic,computed_metric,PULS calculation,puls_performance.training_needs,career performance gaps,backend,skill topic from gap,summary,low,manager_or_admin,dev_only,no,
/egitim,list,Durum,training_status,puls_transaction,PULS workflow,puls_performance.training_enrollments,PULS or LMS,backend validation,status lifecycle,persist_on_submit,low,manager_or_admin,dev_only,optional,
/is-degerleme,metrics,Değerlendirilen pozisyon,evaluated_position_count,computed_metric,PULS calculation,puls_calc.job_evaluation_overview,job evaluations,SQL view,COUNT evaluated positions,view,low,tenant_admin,dev_only,no,
/is-degerleme,metrics,Ortalama puan,average_job_eval_score,computed_metric,PULS calculation,puls_calc.job_evaluation_overview,job evaluations,SQL view,AVG total score,view,medium,tenant_admin,dev_only,no,
/is-degerleme,list,Pozisyon,job_eval_position_id,reference,PULS canonical,puls_core.positions,Canias HR,SQL join,position reference,canonical,low,tenant_admin,dev_only,no,
/is-degerleme,list,Faktör puanları,job_eval_factor_scores,user_input,PULS workflow,puls_workflow.job_evaluation_scores,HR input,backend validation,score per configured factor,persist_on_submit,medium,tenant_admin,dev_only,no,
/is-degerleme,list,Toplam puan,job_eval_total_score,computed_metric,PULS calculation,puls_workflow.job_evaluations,factor scores plus weights,backend,weighted sum,summary,medium,tenant_admin,dev_only,no,No pay output in MVP default
/is-degerleme,list,Seviye bandı,job_eval_level_band,computed_metric,PULS calculation,puls_workflow.job_evaluations,configured bands,backend,score threshold band,summary,medium,tenant_admin,dev_only,no,
/sozlesmeler,metrics,Aktif sözleşme,active_contract_count,computed_metric,PULS calculation,puls_calc.contracts_overview,puls_workflow.contracts,SQL view,COUNT status active,view,medium,hr_legal_admin,dev_only,no,
/sozlesmeler,metrics,Yakında bitecek,expiring_contract_count,computed_metric,PULS calculation,puls_calc.contracts_overview,puls_workflow.contracts,SQL view,end_date within threshold,view,medium,hr_legal_admin,dev_only,no,
/sozlesmeler,metrics,İmza bekleyen,awaiting_signature_count,computed_metric,PULS calculation,puls_calc.contracts_overview,puls_workflow.contracts,SQL view,COUNT signature awaiting,view,medium,hr_legal_admin,dev_only,no,
/sozlesmeler,metrics,KVKK eksik,missing_kvkk_count,computed_metric,PULS calculation,puls_calc.contracts_overview,contracts plus consents,SQL view,COUNT missing consent references,view,medium,hr_legal_admin,dev_only,no,
/sozlesmeler,list,Çalışan,contract_employee_id,reference,PULS canonical,puls_core.employees,Canias HR,SQL join,employee reference,canonical,medium,hr_legal_admin,dev_only,no,
/sozlesmeler,list,Sözleşme tipi,contract_type,puls_configuration,PULS admin,puls_workflow.contracts,PULS setup,none,,canonical,medium,hr_legal_admin,dev_only,no,
/sozlesmeler,list,Başlangıç,contract_start_date,puls_transaction,PULS workflow,puls_workflow.contracts,PULS or HR system,backend validation,date required,canonical,medium,hr_legal_admin,dev_only,optional,
/sozlesmeler,list,Bitiş,contract_end_date,puls_transaction,PULS workflow,puls_workflow.contracts,PULS or HR system,backend validation,nullable date,canonical,medium,hr_legal_admin,dev_only,optional,
/sozlesmeler,list,İmza durumu,signature_status,external_transaction,E-sign provider or PULS,puls_workflow.contracts,E-sign provider,webhook handler,provider status mapping,canonical,medium,hr_legal_admin,dev_only,optional,
/sozlesmeler,list,Risk,contract_risk_band,computed_metric,PULS calculation,puls_calc.contracts_overview,contracts,SQL view,expiry and signature status rules,view,medium,hr_legal_admin,dev_only,no,
/sozlesmeler,detail,Belge dosyası,contract_file_ref,document_metadata,PULS storage or provider,puls_workflow.contract_files,Storage or e-sign provider,backend validation,metadata and signed URL only,metadata_only,high,hr_legal_admin,none,optional,Content access requires separate security review
/erp,metrics,Aktif entegrasyon,active_integration_count,computed_metric,PULS integration,puls_calc.erp_readiness_overview,erp_connections,SQL view,COUNT active connections,view,low,tenant_admin,dev_only,no,
/erp,metrics,Son senkron,last_sync_at,external_transaction,PULS integration,puls_integration.erp_sync_batches,Canias connector,SQL view,latest finished batch timestamp,canonical,low,tenant_admin,dev_only,no,
/erp,metrics,Eşleşmiş çalışan,employee_match_pct,computed_metric,PULS integration,puls_calc.erp_readiness_overview,staging plus employees,SQL view,matched external employees divided by total,summary,low,tenant_admin,dev_only,no,
/erp,metrics,Bekleyen güncelleme,pending_update_count,computed_metric,PULS integration,puls_calc.erp_readiness_overview,staging records,SQL view,records changed not canonicalized,summary,low,tenant_admin,dev_only,no,
/erp,config,ERP sistemi,erp_provider,puls_configuration,PULS admin,puls_integration.erp_connections,PULS setup,backend validation,allowed provider enum,canonical,low,tenant_admin,dev_only,no,
/erp,config,Bağlantı yöntemi,connection_method,puls_configuration,PULS admin,puls_integration.erp_connections,PULS setup,backend validation,allowed method enum,canonical,low,tenant_admin,dev_only,no,
/erp,config,API endpoint,api_endpoint,puls_configuration,PULS admin,puls_integration.erp_connections,PULS setup,backend validation,valid URL canonical host,encrypted_or_masked,high,tenant_admin,none,no,Never expose unmasked secrets
/erp,config,API anahtar,api_key_ref,puls_configuration,PULS secret store,puls_integration.erp_connections,Railway or vault,backend validation,secret reference only,secret_ref,forbidden_ui,system,none,no,Store only secret reference in DB
/erp,config,Firma kodu,firm_code,puls_configuration,PULS admin,puls_integration.erp_connections,PULS setup,backend validation,text code,canonical,medium,tenant_admin,dev_only,no,
/erp,config,Otomatik senkron,sync_schedule,puls_configuration,PULS admin,puls_integration.erp_connections,PULS setup,backend validation,cron expression,canonical,low,tenant_admin,dev_only,no,
/erp,config,Senkron yönü,sync_direction,puls_configuration,PULS admin,puls_integration.erp_connections,PULS setup,backend validation,erp_to_puls default,canonical,low,tenant_admin,dev_only,no,Write-back disabled by default
/erp,mapping,PULS alanı,target_field,puls_configuration,PULS admin,puls_integration.erp_field_mappings,PULS setup,backend validation,field exists in allowed matrix,canonical,low,tenant_admin,dev_only,no,
/erp,mapping,ERP alanı,source_field,puls_configuration,PULS admin,puls_integration.erp_field_mappings,Canias schema,backend validation,source field exists or manual mapped,canonical,medium,tenant_admin,dev_only,no,
/erp,mapping,Dönüşüm kuralı,transform_rule,puls_configuration,PULS admin,puls_integration.erp_field_mappings,PULS setup,backend validation,safe transform JSON,canonical,medium,tenant_admin,dev_only,no,
/erp,logs,Senkron logları,sync_logs,external_transaction,PULS integration,puls_integration.erp_sync_batches,Canias connector,Railway worker,batch status and counts,canonical,medium,tenant_admin,dev_only,no,
/sirket-kurulum,company,Şirket adı,company_legal_name,external_master,PULS tenant,puls_core.tenants,PULS admin or ERP,none,,canonical,medium,tenant_admin,dev_only,no,
/sirket-kurulum,company,Ticaret unvanı,company_trade_name,external_master,PULS tenant,puls_core.tenants,PULS admin,none,,canonical,medium,tenant_admin,dev_only,no,
/sirket-kurulum,company,VKN,tax_no,external_master,PULS tenant,puls_core.tenants,PULS admin,backend validation,10 digit format,canonical,high,tenant_admin,dev_only,no,
/sirket-kurulum,company,Sektör,industry,puls_configuration,PULS admin,puls_core.tenants,PULS setup,none,,canonical,low,tenant_admin,dev_only,no,
/sirket-kurulum,company,Dil,locale,puls_configuration,PULS admin,puls_core.tenants,PULS setup,none,,canonical,low,tenant_admin,dev_only,no,
/sirket-kurulum,company,Zaman dilimi,timezone,puls_configuration,PULS admin,puls_core.tenants,PULS setup,none,,canonical,low,tenant_admin,dev_only,no,
/sirket-kurulum,checklist,Kurulum checklist,setup_checklist_items,computed_metric,PULS calculation,puls_calc.setup_readiness_summary,configs plus mappings,SQL view,required setup completion,summary,low,tenant_admin,dev_only,no,
