target_table,id,tenant_id,name,description,weight,scale_min,scale_max,sort_order,is_active,category_code,category_name,weight_pct,band,label,min_score,max_score,employee_id,source_module,skill_topic,need_level,priority,status,current_step,target_step,readiness_score,missing_competencies
training_needs,a0000021-0021-4021-8021-000000000322,a0000001-0001-4001-8001-000000000001,,,,,,,,,,,,,,,a0000006-0006-4006-8006-000000000085,performance,Forklift güvenliği,recommended,2,open,,,,
training_needs,a0000021-0021-4021-8021-000000000323,a0000001-0001-4001-8001-000000000001,,,,,,,,,,,,,,,a0000006-0006-4006-8006-000000000089,performance,CRM kullanımı,recommended,3,open,,,,
training_needs,a0000021-0021-4021-8021-000000000324,a0000001-0001-4001-8001-000000000001,,,,,,,,,,,,,,,a0000006-0006-4006-8006-000000000093,performance,SQL temel,recommended,4,open,,,,
training_needs,a0000021-0021-4021-8021-000000000325,a0000001-0001-4001-8001-000000000001,,,,,,,,,,,,,,,a0000006-0006-4006-8006-000000000097,performance,Sunum becerileri,recommended,5,open,,,,
training_needs,a0000021-0021-4021-8021-000000000326,a0000001-0001-4001-8001-000000000001,,,,,,,,,,,,,,,a0000006-0006-4006-8006-000000000101,performance,Zaman yönetimi,recommended,1,open,,,,
training_needs,a0000021-0021-4021-8021-000000000327,a0000001-0001-4001-8001-000000000001,,,,,,,,,,,,,,,a0000006-0006-4006-8006-000000000105,performance,Arıza giderme,recommended,2,open,,,,
training_needs,a0000021-0021-4021-8021-000000000328,a0000001-0001-4001-8001-000000000001,,,,,,,,,,,,,,,a0000006-0006-4006-8006-000000000109,performance,Satış müzakere,recommended,3,open,,,,
training_needs,a0000021-0021-4021-8021-000000000329,a0000001-0001-4001-8001-000000000001,,,,,,,,,,,,,,,a0000006-0006-4006-8006-000000000113,performance,Bütçe planlama,recommended,4,open,,,,
training_needs,a0000021-0021-4021-8021-000000000330,a0000001-0001-4001-8001-000000000001,,,,,,,,,,,,,,,a0000006-0006-4006-8006-000000000117,performance,Ekip koçluğu,recommended,5,open,,,,
career_profiles,a0000021-0021-4021-8021-000000000401,a0000001-0001-4001-8001-000000000001,,,,,,,,,,,,,,,a0000006-0006-4006-8006-000000000003,,,,,,Uzman,Kıdemli Uzman,55,"[""Liderlik"",""Teknik Uzmanlık""]"
career_profiles,a0000021-0021-4021-8021-000000000402,a0000001-0001-4001-8001-000000000001,,,,,,,,,,,,,,,a0000006-0006-4006-8006-000000000008,,,,,,Uzman,Kıdemli Uzman,56,"[""Liderlik"",""Teknik Uzmanlık""]"
career_profiles,a0000021-0021-4021-8021-000000000403,a0000001-0001-4001-8001-000000000001,,,,,,,,,,,,,,,a0000006-0006-4006-8006-000000000013,,,,,,Uzman,Kıdemli Uzman,57,"[""Liderlik"",""Teknik Uzmanlık""]"
career_profiles,a0000021-0021-4021-8021-000000000404,a0000001-0001-4001-8001-000000000001,,,,,,,,,,,,,,,a0000006-0006-4006-8006-000000000018,,,,,,Uzman,Kıdemli Uzman,58,"[""Liderlik"",""Teknik Uzmanlık""]"
career_profiles,a0000021-0021-4021-8021-000000000405,a0000001-0001-4001-8001-000000000001,,,,,,,,,,,,,,,a0000006-0006-4006-8006-000000000023,,,,,,Uzman,Kıdemli Uzman,59,"[""Liderlik"",""Teknik Uzmanlık""]"
career_profiles,a0000021-0021-4021-8021-000000000406,a0000001-0001-4001-8001-000000000001,,,,,,,,,,,,,,,a0000006-0006-4006-8006-000000000028,,,,,,Uzman,Kıdemli Uzman,60,"[""Liderlik"",""Teknik Uzmanlık""]"
career_profiles,a0000021-0021-4021-8021-000000000407,a0000001-0001-4001-8001-000000000001,,,,,,,,,,,,,,,a0000006-0006-4006-8006-000000000033,,,,,,Uzman,Kıdemli Uzman,61,"[""Liderlik"",""Teknik Uzmanlık""]"
career_profiles,a0000021-0021-4021-8021-000000000408,a0000001-0001-4001-8001-000000000001,,,,,,,,,,,,,,,a0000006-0006-4006-8006-000000000038,,,,,,Uzman,Kıdemli Uzman,62,"[""Liderlik"",""Teknik Uzmanlık""]"
career_profiles,a0000021-0021-4021-8021-000000000409,a0000001-0001-4001-8001-000000000001,,,,,,,,,,,,,,,a0000006-0006-4006-8006-000000000043,,,,,,Uzman,Kıdemli Uzman,63,"[""Liderlik"",""Teknik Uzmanlık""]"
career_profiles,a0000021-0021-4021-8021-000000000410,a0000001-0001-4001-8001-000000000001,,,,,,,,,,,,,,,a0000006-0006-4006-8006-000000000048,,,,,,Uzman,Kıdemli Uzman,64,"[""Liderlik"",""Teknik Uzmanlık""]"
career_profiles,a0000021-0021-4021-8021-000000000411,a0000001-0001-4001-8001-000000000001,,,,,,,,,,,,,,,a0000006-0006-4006-8006-000000000053,,,,,,Uzman,Kıdemli Uzman,65,"[""Liderlik"",""Teknik Uzmanlık""]"
career_profiles,a0000021-0021-4021-8021-000000000412,a0000001-0001-4001-8001-000000000001,,,,,,,,,,,,,,,a0000006-0006-4006-8006-000000000058,,,,,,Uzman,Kıdemli Uzman,66,"[""Liderlik"",""Teknik Uzmanlık""]"
career_profiles,a0000021-0021-4021-8021-000000000413,a0000001-0001-4001-8001-000000000001,,,,,,,,,,,,,,,a0000006-0006-4006-8006-000000000063,,,,,,Uzman,Kıdemli Uzman,67,"[""Liderlik"",""Teknik Uzmanlık""]"
career_profiles,a0000021-0021-4021-8021-000000000414,a0000001-0001-4001-8001-000000000001,,,,,,,,,,,,,,,a0000006-0006-4006-8006-000000000068,,,,,,Uzman,Kıdemli Uzman,68,"[""Liderlik"",""Teknik Uzmanlık""]"
career_profiles,a0000021-0021-4021-8021-000000000415,a0000001-0001-4001-8001-000000000001,,,,,,,,,,,,,,,a0000006-0006-4006-8006-000000000073,,,,,,Uzman,Kıdemli Uzman,69,"[""Liderlik"",""Teknik Uzmanlık""]"
career_profiles,a0000021-0021-4021-8021-000000000416,a0000001-0001-4001-8001-000000000001,,,,,,,,,,,,,,,a0000006-0006-4006-8006-000000000078,,,,,,Uzman,Kıdemli Uzman,70,"[""Liderlik"",""Teknik Uzmanlık""]"
career_profiles,a0000021-0021-4021-8021-000000000417,a0000001-0001-4001-8001-000000000001,,,,,,,,,,,,,,,a0000006-0006-4006-8006-000000000083,,,,,,Uzman,Kıdemli Uzman,71,"[""Liderlik"",""Teknik Uzmanlık""]"
career_profiles,a0000021-0021-4021-8021-000000000418,a0000001-0001-4001-8001-000000000001,,,,,,,,,,,,,,,a0000006-0006-4006-8006-000000000088,,,,,,Uzman,Kıdemli Uzman,72,"[""Liderlik"",""Teknik Uzmanlık""]"
career_profiles,a0000021-0021-4021-8021-000000000419,a0000001-0001-4001-8001-000000000001,,,,,,,,,,,,,,,a0000006-0006-4006-8006-000000000093,,,,,,Uzman,Kıdemli Uzman,73,"[""Liderlik"",""Teknik Uzmanlık""]"
career_profiles,a0000021-0021-4021-8021-000000000420,a0000001-0001-4001-8001-000000000001,,,,,,,,,,,,,,,a0000006-0006-4006-8006-000000000098,,,,,,Uzman,Kıdemli Uzman,74,"[""Liderlik"",""Teknik Uzmanlık""]"
career_profiles,a0000021-0021-4021-8021-000000000421,a0000001-0001-4001-8001-000000000001,,,,,,,,,,,,,,,a0000006-0006-4006-8006-000000000103,,,,,,Uzman,Kıdemli Uzman,75,"[""Liderlik"",""Teknik Uzmanlık""]"
career_profiles,a0000021-0021-4021-8021-000000000422,a0000001-0001-4001-8001-000000000001,,,,,,,,,,,,,,,a0000006-0006-4006-8006-000000000108,,,,,,Uzman,Kıdemli Uzman,76,"[""Liderlik"",""Teknik Uzmanlık""]"
career_profiles,a0000021-0021-4021-8021-000000000423,a0000001-0001-4001-8001-000000000001,,,,,,,,,,,,,,,a0000006-0006-4006-8006-000000000113,,,,,,Uzman,Kıdemli Uzman,77,"[""Liderlik"",""Teknik Uzmanlık""]"
career_profiles,a0000021-0021-4021-8021-000000000424,a0000001-0001-4001-8001-000000000001,,,,,,,,,,,,,,,a0000006-0006-4006-8006-000000000118,,,,,,Uzman,Kıdemli Uzman,78,"[""Liderlik"",""Teknik Uzmanlık""]"
career_profiles,a0000021-0021-4021-8021-000000000425,a0000001-0001-4001-8001-000000000001,,,,,,,,,,,,,,,a0000006-0006-4006-8006-000000000003,,,,,,Uzman,Kıdemli Uzman,79,"[""Liderlik"",""Teknik Uzmanlık""]"
